Tên phim,Link review,Thể loại,Ảnh
Thợ Săn Thành Phố: Siêu Chất Thiên Thần,https://www.momo.vn/cinema/city-hunter-the-movie-angel-dust-23761/review,"Hài, Hành động, Hoạt hình",https://cinema.momocdn.net/img/34429319653998947-1.jpg
Chắc Anh Đồng Ý,https://www.momo.vn/cinema/maybe-i-do-23599/review,"Chính kịch, Tình cảm, Hài, Lãng mạn",https://cinema.momocdn.net/img/16196039867122225-x7YCL9CIuBaLpcbAJewJQ4WzbCC.jpg
Mẹ Ơi Đừng Khóc,https://www.momo.vn/cinema/dont-cry-mom-23575/review,"Gia đình, Tình cảm, Tài liệu",https://cinema.momocdn.net/img/12740143768076015-640x396px.jpg
Bé Trứng: Náo Loạn Châu Phi,https://www.momo.vn/cinema/little-eggs-1012/review,"Gia đình, Phiêu lưu, Hài, Hoạt hình",https://homepage.momocdn.net/cinema/momo-upload-api-230707151953-638243399931084407.jpg
Sisu: Già Gân Báo Thù,https://www.momo.vn/cinema/sisu-988/review,"Chiến tranh, Hành động",https://cinema.momocdn.net/img/8551141441668559-x9Misp6hEpA8k9VsrTLfFZ0SK46.jpg
Chuyến Đi Đáng Nhớ,https://www.momo.vn/cinema/ajoomma-923/review,Chính kịch,https://cinema.momocdn.net/img/645432598386299-6cmKP4k30LuZ9KPS3aEdDurituV.jpg
Oppenheimer,https://www.momo.vn/cinema/oppenheimer-49/review,Chính kịch,https://cinema.momocdn.net/img/94605348017611902-yNMgBF92CfD5ILvePt6nIy3OYdm.jpg
Huyền Sử Vua Đinh,https://www.momo.vn/cinema/huyen-su-vua-dinh-867/review,"Chính kịch, Lịch sử",https://cinema.momocdn.net/img/88925469540353076-maxresdefault%20(11
Hoàng Tử Hát Rong,https://www.momo.vn/cinema/the-box-613/review,"Chính kịch, Âm Nhạc, Tâm lý",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142818-637909000986951971.jpg
Ám Thuật,https://www.momo.vn/cinema/the-cursed-589/review,"Gay cấn, Bí ẩn, Khoa học - Viễn tưởng, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142727-637909000475242055.jpg
Siêu Trộm,https://www.momo.vn/cinema/way-down-530/review,"Gay cấn, Siêu Trộm, Hình sự, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142513-637908999139734916.jpg
Miền Đất Hứa,https://www.momo.vn/cinema/the-promised-neverland-462/review,"Gay cấn, Hình sự",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142343-637908998239658257.jpg
Hoa Phong Nguyệt Vũ,https://www.momo.vn/cinema/the-crawler-552/review,"Bí ẩn, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142605-637908999652946001.jpg
Trốn Chạy,https://www.momo.vn/cinema/run-548/review,"Gay cấn, Bí ẩn, Tâm lý, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142558-637908999588665497.jpg
Elli và Bí Ẩn Chiếc Tàu Ma,https://www.momo.vn/cinema/elli-and-the-ghostly-ghost-train-24085/review,"Gia đình, Hài, Hoạt hình",https://cinema.momocdn.net/img/49954601611023593-2NMpzJs7MUodxof8hmCf0RsxBda.jpg
Biệt Đội Săn Rồng,https://www.momo.vn/cinema/slyth-the-hunt-saga-23748/review,"Gay cấn, Khoa học - Viễn tưởng, Hành động, Lãng mạn",https://cinema.momocdn.net/img/32109563441876756-tDmAhKMBv0e4sYyg4FX5LVfe64S.jpg
"Bàn Thắng ""Vàng""",https://www.momo.vn/cinema/next-goal-wins-23724/review,"Chính kịch, Hài",https://cinema.momocdn.net/img/29083250098135111-uJwTRJxMnZcnDTyesNyeZhkHaOp.jpg
Cuộc Truy Đuổi Kỳ Quái,https://www.momo.vn/cinema/slotherhouse-23687/review,"Kinh dị, Hài",https://cinema.momocdn.net/img/24839072252454477-tEm3rfyE8V16FvcYFPjl1OYvNPx.jpg
Cô Bé Cứu Hỏa,https://www.momo.vn/cinema/fireheart-991/review,"Gia đình, Hoạt hình",https://cinema.momocdn.net/img/8550847674710991-rEX8tOPvdgWqURQWx6oEzQqSWsM.jpg
Quái Vật Đen,https://www.momo.vn/cinema/the-black-demon-996/review,"Gay cấn, Thảm hoạ, Kinh dị",https://cinema.momocdn.net/img/9030543078966786-8kZu1HNYRI0133Rb1CoQkLoQRy6.jpg
Lời Nguyền Hình Nhân,https://www.momo.vn/cinema/teluh-856/review,"Chính kịch, Gay cấn, Tâm lý",https://cinema.momocdn.net/img/87631430882508005-jOR09Vp483yEGNZBGYPWRdhCXQU.jpg
Là Mây Trên Bầu Trời Ai Đó,https://www.momo.vn/cinema/la-may-tren-bau-troi-ai-do-793/review,"Hài, Lãng mạn",https://homepage.momocdn.net/cinema/momo-upload-api-220715171824-637935023043136286.jpeg
Pororo: Cuộc Phiêu Lưu Đến Đảo Khủng Long,https://www.momo.vn/cinema/the-little-penguin-pororos-dinosaur-island-adventure-782/review,"Phiêu lưu, Khoa học - Viễn tưởng, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220704150226-637925437465133027.jpg
Gánh Nặng Ngàn Cân Của Tài Năng Kiệt Xuất,https://www.momo.vn/cinema/the-unbearable-weight-of-massive-talent-667/review,"Hình sự, Hài, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143037-637909002376288661.jpg
Ác Mộng,https://www.momo.vn/cinema/the-free-fall-663/review,"Bí ẩn, Ma, Tâm lý, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143026-637909002269391315.jpg
Clifford: Chú Chó Đỏ Khổng Lồ,https://www.momo.vn/cinema/clifford-the-big-red-dog-597/review,"Gia đình, Hài, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142741-637909000612421739.jpg
Harry Potter và Bảo Bối Tử Thần: Phần 2,https://www.momo.vn/cinema/harry-potter-and-the-deathly-hallows-part-2-500/review,"Phiêu lưu, Khoa học - Viễn tưởng",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142429-637908998690709213.jpg
Cô Gái Trẻ Hứa Hẹn,https://www.momo.vn/cinema/promising-young-woman-487/review,"Chính kịch, Gay cấn, Hình sự",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142410-637908998508616725.jpg
Hành Tinh Hỗn Loạn,https://www.momo.vn/cinema/chaos-walking-463/review,"Gay cấn, Phiêu lưu, Khoa học - Viễn tưởng, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142344-637908998243781908.jpg
Nhà Kho Quỷ Ám,https://www.momo.vn/cinema/the-shed-495/review,"Chính kịch, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142424-637908998641009110.jpg
Lễ Tạ Ơn Kinh Hoàng,https://www.momo.vn/cinema/thanksgiving-23672/review,"Gay cấn, Kinh dị",https://cinema.momocdn.net/img/22257041740962947-igwshQHV36aBkPyWp7En5P4Kn2V.jpg
Bỗng Dưng Được Yêu,https://www.momo.vn/cinema/love-my-scent-23578/review,"Tình cảm, Lãng mạn",https://cinema.momocdn.net/img/13693975269554876-jCJ3Ytyl7scR9EhkvikjlKYZxRQ.jpg
Rebound: Bật Bảng,https://www.momo.vn/cinema/rebound-994/review,"Chính kịch, Thể thao",https://homepage.momocdn.net/cinema/momo-upload-api-230525155125-638206266855234776.jpg
Cơn Thịnh Nộ Từ Cõi Âm,https://www.momo.vn/cinema/the-accursed-989/review,Kinh dị,https://cinema.momocdn.net/img/8551021542051576-dAcWx9pcEVxDwC90VPxgzXJC7AO.jpg
Phi Vụ Nửa Đêm,https://www.momo.vn/cinema/late-shift-873/review,"Trinh thám, Phiêu lưu, Hình sự",https://cinema.momocdn.net/img/89449741674183356-maxresdefault%20(12
Harry Potter và Hoàng Tử Lai,https://www.momo.vn/cinema/harry-potter-and-the-halfblood-prince-869/review,"Phiêu lưu, Khoa học - Viễn tưởng, Hành động",https://cinema.momocdn.net/img/89017301643277730-urDWNffjwmNi5IQaezw9GwqkUXa.jpg
Trò Chơi Tử Thần,https://www.momo.vn/cinema/night-of-the-death-834/review,"Gay cấn, Kinh dị, Hành động",https://cinema.momocdn.net/img/84089501075290977-maxresdefault.jpg
Seventeen Power Of Love: The Movie,https://www.momo.vn/cinema/seventeen-power-of-love-the-movie-652/review,Tài liệu,https://homepage.momocdn.net/cinema/momo-cdn-api-220615142952-637909001927591836.jpg
Mỹ Nhân Thần Sách,https://www.momo.vn/cinema/my-nhan-than-sach-664/review,"Hài, Lãng mạn",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143032-637909002327033346.jpg
Nhân Đôi Tình Yêu,https://www.momo.vn/cinema/double-patty-531/review,Chính kịch,https://homepage.momocdn.net/cinema/momo-cdn-api-220615142515-637908999152007467.jpg
Harry Potter và Bảo Bối Tử Thần: Phần 1,https://www.momo.vn/cinema/harry-potter-and-the-deathly-hallows-part-1-469/review,"Phiêu lưu, Khoa học - Viễn tưởng",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142347-637908998271160707.jpg
Mẹ Bầu Siêu Ngầu,https://www.momo.vn/cinema/more-than-family-550/review,"Chính kịch, Hài",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142601-637908999617841929.jpg
Chồng Người Ta,https://www.momo.vn/cinema/chong-nguoi-ta-489/review,"Gay cấn, Gia đình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142414-637908998543217180.jpg
Người Hóa Thú,https://www.momo.vn/cinema/woodwalkers-24201/review,"Gia đình, Giả tưởng",https://image.tmdb.org/t/p/w780/krU2kjcEKaGwOu3qPoS4spSa9cD.jpg
TAEYONG: TỪ TAEYONG ĐẾN TY TRACK,https://www.momo.vn/cinema/taeyong-ty-track-in-cinemas-24059/review,"Âm Nhạc, Tài liệu",https://cinema.momocdn.net/img/57277398142615306-Capture-2024-10-06-152202.png
Hyeri Yêu Dấu,https://www.momo.vn/cinema/dear-hyeri-24068/review,"Tâm lý, Lãng mạn",https://cinema.momocdn.net/img/57441135246606587-anh3.jpg
Vòng Lặp Quỷ Dữ,https://www.momo.vn/cinema/kisah-tanah-jawa-pocong-gundul-23722/review,"Ma, Kinh dị",https://cinema.momocdn.net/img/28071092435901542-4fTW4N1CdnyRr2EjKJUx3eYuXiS.jpg
Oan Gia Chung Tường,https://www.momo.vn/cinema/my-worst-neighbor-23594/review,"Tình cảm, Hài, Lãng mạn",https://cinema.momocdn.net/img/15680457939701185-c8MCL2rYCLdSmiUFqhL7TjpN1sP.jpg
Tay Đua Kiệt Xuất,https://www.momo.vn/cinema/rally-road-racers-23571/review,"Gia đình, Hài, Hoạt hình",https://cinema.momocdn.net/img/12743358927936086-ooXeD2XghNOg4JEb7XQPL3YPE5y.jpg
AIR: Theo Đuổi Một Huyền Thoại,https://www.momo.vn/cinema/air-970/review,Chính kịch,https://cinema.momocdn.net/img/5936707079882127-9eIuMefy5LwrJKwVDvMaGLFSWxl.jpg
Carrie & Kola Siêu Phàm,https://www.momo.vn/cinema/carrie-kola-924/review,Hoạt hình,https://cinema.momocdn.net/img/670426957312776-maxresdefault%20(3
Yêu Quái Toàn Thư,https://www.momo.vn/cinema/the-ghost-book-855/review,Khoa học - Viễn tưởng,https://cinema.momocdn.net/img/87461597041569201-yeu-quai-toan-thu.jpg
Cự Đà Triệu Bath,https://www.momo.vn/cinema/leio-829/review,"Phiêu lưu, Hài",https://cinema.momocdn.net/img/83837844451943456-ke5QdLEEsBqXnl22oSIffMRTUq1.jpg
Đạo Náo Cung Trăng,https://www.momo.vn/cinema/moonbound-692/review,"Gia đình, Phiêu lưu, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143130-637909002908325248.jpg
Khởi Nguồn Đại Dịch,https://www.momo.vn/cinema/seoul-station-679/review,"Chính kịch, Kinh dị, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143107-637909002671630339.jpg
Chạy Trốn Đối Đầu,https://www.momo.vn/cinema/run-hide-fight-666/review,"Gay cấn, Hình sự, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143035-637909002357578860.jpg
Kich Trường của Takemichi,https://www.momo.vn/cinema/tokyon-revengers-586/review,"Chính kịch, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142721-637909000418492658.jpg
Hố Sâu Tử Thần,https://www.momo.vn/cinema/the-devil-below-583/review,"Gay cấn, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142701-637909000217200385.jpg
Kiều,https://www.momo.vn/cinema/kieu-478/review,"Chính kịch, Lịch sử, Lãng mạn",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142358-637908998384658658.jpg
Di Nguyện Bí Ẩn,https://www.momo.vn/cinema/the-day-i-died-unclosed-case-514/review,"Chính kịch, Bí ẩn, Hình sự",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142500-637908999005108177.jpg
Đội Do Thám,https://www.momo.vn/cinema/recon-493/review,"Chiến tranh, Gay cấn",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142422-637908998623355840.jpg
Kẻ Rình Mồi,https://www.momo.vn/cinema/alone-529/review,"Gay cấn, Ma, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142512-637908999127341247.jpg
Trái Tim Quái Vật,https://www.momo.vn/cinema/the-instrument-of-murder-455/review,"Gay cấn, Bí ẩn, Hình sự",https://cinema.momocdn.net/img/0fa38084-ac9e-41de-a197-1cd308e7f0ac-11634794107239515.png
Biệt Đội Tí Hon,https://www.momo.vn/cinema/the-super-elfkins-24190/review,"Gia đình, Phiêu lưu, Hoạt hình",https://image.tmdb.org/t/p/w780/61arVnYIN3OefoZkVXcAPq2mJ2N.jpg
Những Chiếc Ô Ở Cherbourg,https://www.momo.vn/cinema/les-parapluies-de-cherbourg-24023/review,"Chính kịch, Lãng mạn",https://cinema.momocdn.net/img/75604896340869096-czfbhgM0cjFqPt4ARofDKgRHCyj.jpg
Ghét Mà Vẫn Yêu,https://www.momo.vn/cinema/anyone-but-you-23912/review,"Hài, Lãng mạn",https://cinema.momocdn.net/img/77511337782075529-j9eOeLlTGoHoM8BNUJVNyWmIvCi.jpg
Flora và Con Trai,https://www.momo.vn/cinema/flora-and-son-23654/review,"Chính kịch, Âm Nhạc, Tâm lý, Hài",https://cinema.momocdn.net/img/20966277832178716-nV4nOG6ZCK8orRL7T5wXXgMdM0N.jpg
A.I Yêu Ai?,https://www.momo.vn/cinema/mondo-23653/review,"Chính kịch, Khoa học - Viễn tưởng, Hài, Lãng mạn",https://cinema.momocdn.net/img/20966711204155539-beys1MLA1QVjsNHtHW2XW5Ia3Q1.jpg
STEP,https://www.momo.vn/cinema/step-23637/review,"Chính kịch, Gia đình",https://cinema.momocdn.net/img/19505384863205972-3WNJCh3rgOSn3juBiqbHFr14Qzc.jpg
Not Quite Dead Yet,https://www.momo.vn/cinema/not-quite-dead-yet-23636/review,Hài,https://cinema.momocdn.net/img/19505502906033203-slylEb05kgJ057BT8XJCobytF2o.jpg
Inu-Oh,https://www.momo.vn/cinema/inuoh-23635/review,"Chính kịch, Âm Nhạc, Hoạt hình",https://cinema.momocdn.net/img/19505218163893177-exOykaBLLT2hc0zvYrZz0yz5Asz.jpg
Siêu Cún Vũ Trụ: Du Hành Trái Đất,https://www.momo.vn/cinema/space-pups-23579/review,"Gia đình, Phiêu lưu, Khoa học - Viễn tưởng",https://cinema.momocdn.net/img/13693476269397864-mYIWIFZRrxCVsOUFM9uUpOdgJ3I.jpg
Chebi: Gấu Tai To Đáng Yêu,https://www.momo.vn/cinema/chebi-992/review,"Gia đình, Hài",https://cinema.momocdn.net/img/8551363923497750-4iRxUzGkzk8dcxBdsJ5OA2i9pLo.jpg
Tình Chị Duyên Em,https://www.momo.vn/cinema/you-me-me-966/review,"Chính kịch, Tâm lý, Lãng mạn",https://cinema.momocdn.net/img/5853900576710956-lGL6HNc2h0VmdEtjQ2bZfWX8qn1.jpg
Cú Máy Chết Cười,https://www.momo.vn/cinema/final-cut-940/review,"Kinh dị, Hài",https://cinema.momocdn.net/img/1868644861723679-4ojumOJv7MS4rMRhzgxbBoW0VrC.jpg
Lạc & Tìm,https://www.momo.vn/cinema/objetos-935/review,Gay cấn,https://cinema.momocdn.net/img/1780183691875123-xPoflbDME9NFwxDKiynPRwUSUOM.jpg
Cuộc Diễu Hành Thầm Lặng,https://www.momo.vn/cinema/silent-parade-859/review,"Bí ẩn, Trinh thám, Hình sự",https://cinema.momocdn.net/img/88248710863961841-xTGAseTeeS1Dz6WCrypzRk5QTDQ.jpg
Vòng Tròn Đỏ,https://www.momo.vn/cinema/le-cercle-rouge-863/review,"Gay cấn, Tội phạm, Trinh thám, Hình sự",https://cinema.momocdn.net/img/88235414815199024-nfSaFuQkLqnCrwf300wM3xIY5sT.jpg
Gulliver Du Ký,https://www.momo.vn/cinema/gulliver-returns-848/review,"Phiêu lưu, Khoa học - Viễn tưởng, Hoạt hình",https://cinema.momocdn.net/img/86859281525905729-kVcjJHeRiuYBs13bVW3ZCb0cP0H.jpg
Tang Lễ Đầu Xuân,https://www.momo.vn/cinema/spring-day-774/review,"Chính kịch, Tâm lý",https://cinema.momocdn.net/img/75540945467713925-AkKWF4tP51SYOe6R61CxeWcU4VX.jpg
Harry Potter và Phòng Chứa Bí Mật,https://www.momo.vn/cinema/harry-potter-and-the-chamber-of-secrets-690/review,"Phiêu lưu, Khoa học - Viễn tưởng",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143127-637909002878565017.jpg
Ngày Mới Tốt Lành,https://www.momo.vn/cinema/good-morning-694/review,"Chính kịch, Tâm lý",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143133-637909002939793349.jpg
Rừng Săn Người,https://www.momo.vn/cinema/warhunt-686/review,"Chiến tranh, Kinh dị, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143122-637909002821011100.jpg
"Ê Ông Già, Yêu Ha!",https://www.momo.vn/cinema/e-ong-gia-yeu-ha-662/review,"Tình cảm, Lãng mạn",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143025-637909002257363464.jpg
Giả Danh Anh Hùng,https://www.momo.vn/cinema/superwho-641/review,"Tâm lý, Hài, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142922-637909001621495522.jpg
Câu Chuyện Phía Tây,https://www.momo.vn/cinema/west-side-story-594/review,"Chính kịch, Âm Nhạc, Hình sự, Tình cảm, Lãng mạn",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142735-637909000554496118.jpg
Kẻ Vô Danh,https://www.momo.vn/cinema/nobody-82/review,"Gay cấn, Hình sự, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615135322-637908980028803884.jpg
Con Lắc Tà Thuật,https://www.momo.vn/cinema/the-hypnosis-90/review,"Gay cấn, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615135335-637908980152855478.jpg
Vì Yêu Mà Đấu,https://www.momo.vn/cinema/combat-wombat-516/review,"Hài, Hành động, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142502-637908999024579176.jpg
Luke Và Chuyến Du Hành Vượt Thời Gian,https://www.momo.vn/cinema/time-traveler-luke-526/review,"Phiêu lưu, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142509-637908999099794897.jpg
Thuyền Trưởng Răng Kiếm Và Viên Kim Cương Ma Thuật,https://www.momo.vn/cinema/captain-sabertooth-and-the-magic-diamond-557/review,"Gia đình, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142615-637908999754704015.jpg
Dành cho Việt,https://www.momo.vn/cinema/dearest-viet-24249/review,Tài liệu,https://image.tmdb.org/t/p/w780/rTgTQgmv5pOFpvVMlRBXIXb56yQ.jpg
Chuyến Xe Từ Địa Ngục,https://www.momo.vn/cinema/vip-death-seat-24128/review,"Kinh dị, Hài",https://cinema.momocdn.net/img/51333962522001690-l8ZBmJtRVxd5l1JlZSIq18Fu6hX.jpg
Bộ Não,https://www.momo.vn/cinema/le-cerveau-24033/review,"Hình sự, Hài",https://cinema.momocdn.net/img/76657785524317912-zXRMUNuSQ3psaa15D6oluX5ywjb.jpg
DAN DA DAN: First Encounter,https://www.momo.vn/cinema/dan-da-dan-first-encounter-24024/review,"Phiêu lưu, Hài, Hoạt hình",https://cinema.momocdn.net/img/75605261497270869-mB0EO0am5wVI61t0UShH10czHsj.jpg
Bob Marley: Một Tình Yêu,https://www.momo.vn/cinema/bob-marley-one-love-23770/review,"Tiểu Sử, Nhạc Kịch",https://cinema.momocdn.net/img/35131786145762655-wpfpmJ1kwWyVP57hw6IV6oAaFEM.jpg
Hai Kẻ Dối Trá,https://www.momo.vn/cinema/liar-x-liar-23680/review,"Tình cảm, Hài, Lãng mạn",https://cinema.momocdn.net/img/23741155546720123-6eZkIBXDYeqTHIU6sLKvyCxRvbR.jpg
Bức Họa Bí Ẩn,https://www.momo.vn/cinema/le-tableau-23677/review,"Khoa học - Viễn tưởng, Hoạt hình",https://cinema.momocdn.net/img/23457803634899652-yUc1EuUJ4hEXKePiqlWIkudERSy.jpg
400 Cú Đấm,https://www.momo.vn/cinema/the-400-blows-23673/review,Chính kịch,https://cinema.momocdn.net/img/22440060690159371-63HcRYJI4LKeo8sINlL71ZtlUFY.jpg
Ngôi Nhà Quái Vật,https://www.momo.vn/cinema/finnick-23618/review,"Phiêu lưu, Hài, Hoạt hình",https://cinema.momocdn.net/img/17495841846099841-rmDsMg9C85PxvCh6oYYVKdY2gKX.jpg
Sid Toang Rồi,https://www.momo.vn/cinema/sid-is-dead-23582/review,Hài,https://cinema.momocdn.net/img/14471235566913606-tzJ8zxSO7t9eaJOGwTQdCDF9l2x.jpg
Đôi Mắt Vô Diện,https://www.momo.vn/cinema/eyes-without-a-face-965/review,"Chính kịch, Gay cấn, Kinh dị",https://cinema.momocdn.net/img/5482250278384747-m9c23iVQk7oh6CwhiOjDYwLzniu.jpg
Bí Kíp Luyện Ruồi,https://www.momo.vn/cinema/mandibules-822/review,"Khoa học - Viễn tưởng, Hài",https://cinema.momocdn.net/img/83316752668176247-ublcpS4fNtjg3YwnBO1S0zS9Po0.jpg
Con Tin: Ngôi Sao Mất Tích,https://www.momo.vn/cinema/hostage-missing-celebrity-599/review,"Gay cấn, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142744-637909000648934621.jpg
Thụ Hải: Rừng Tử Khí,https://www.momo.vn/cinema/suicide-forest-village-582/review,"Gay cấn, Bí ẩn, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142700-637909000206789813.jpg
Tộc Săn Người,https://www.momo.vn/cinema/wrong-turn-578/review,"Gay cấn, Giật gân, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142655-637909000159788598.jpg
Trùm Cuối Siêu Đẳng,https://www.momo.vn/cinema/boss-level-86/review,"Gay cấn, Khoa học - Viễn tưởng, Hài, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615135331-637908980111920777.jpg
Fate/Grand Order: Thánh Địa Bàn Tròn Camelot - Phần 1: Wandering: Agaterm,https://www.momo.vn/cinema/fate-grand-order-the-sacred-round-table-realm-camelot-fate-485/review,"Chính kịch, Phiêu lưu, Khoa học - Viễn tưởng, Lịch sử, Hành động, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142408-637908998484491482.jpg
Người Nhân Bản,https://www.momo.vn/cinema/seobok-91/review,"Khoa học - Viễn tưởng, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615135335-637908980159377452.jpg
Josee: Khi Nàng Thơ Yêu,https://www.momo.vn/cinema/josee-the-tiger-and-the-fish-532/review,"Chính kịch, Lãng mạn, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142516-637908999160262233.jpg
Khát Vọng Đổi Đời,https://www.momo.vn/cinema/minari-547/review,"Chính kịch, Tâm lý",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142557-637908999571931183.jpg
Song Sinh,https://www.momo.vn/cinema/ropes-494/review,"Gay cấn, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142423-637908998631066836.jpg
SUMIKKOGURASHI: Hội Mê Xó Xỉnh,https://www.momo.vn/cinema/sumikkogurashi-563/review,Hoạt hình,https://homepage.momocdn.net/cinema/momo-cdn-api-220615142622-637908999829900844.jpg
Sài Gòn Trong Cơn Mưa,https://www.momo.vn/cinema/sai-gon-in-the-rain-471/review,"Âm Nhạc, Tâm lý, Tình cảm, Lãng mạn",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142349-637908998290307009.jpg
